node_id,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27
5423,-2.282301,-0.291987,2.544003,3.015377,1.48586,-5.846231,0.961553,2.172251,2.213744,2.144257,-2.234645,1.851488,0.697624,-0.44081,-1.471819,0.041758,0.776599,1.213846,-1.477789,0.32424,5.088523,-0.202882,4.858012,-1.776117,1.461378,4.472118,-1.330499,-2.069952
5424,-4.335645,-2.185656,-1.000346,0.399985,1.367679,0.125536,1.667907,-1.333808,-1.529264,0.95638,0.051787,0.539072,1.469101,-0.107871,-2.157973,-3.087818,0.368973,2.746117,0.035923,-0.93786,0.284439,2.274766,1.575258,2.440517,0.39219,2.842879,2.467682,-1.354168
5425,-1.912901,1.225525,3.119353,3.163988,-0.441938,-3.002604,3.536639,1.699882,0.107535,0.422221,-0.088095,3.111823,2.006041,2.377305,-0.050568,0.719477,-0.068108,-1.564807,-0.374171,0.268416,4.164123,0.56401,0.200452,-1.146702,2.179536,-1.429877,-0.463411,-0.067966
5426,2.075191,0.630401,-0.135387,-1.444333,-0.812399,0.418495,-1.193991,-0.678925,0.789292,0.198196,-0.689372,-0.774962,-0.922574,-0.932306,0.699582,0.985746,-0.17935,0.139364,-0.826663,-0.298415,-0.780812,-0.648927,-0.307464,-0.600369,-0.785482,-0.85932,-1.057333,1.249738
5427,4.425247,4.260126,0.464359,-2.324328,1.501942,-0.990133,-3.135034,1.962372,2.457891,-0.669575,0.296697,3.043316,0.195537,-0.081737,0.338899,3.754254,3.556613,-0.018289,-0.237535,1.600525,0.667268,-2.005518,-0.096658,-2.539969,-1.320073,-0.727908,-0.567162,-0.39418
5428,-0.140608,1.698476,0.326606,-2.143718,3.053097,-3.176263,-3.97479,1.669919,2.168301,0.833856,-1.454686,2.99507,0.427535,-1.13675,-2.441873,1.05825,4.468707,2.654278,-1.376909,1.887005,1.86207,-0.962717,3.729481,-0.55763,-1.290775,5.23098,1.259975,-2.971876
5429,0.334351,0.349929,1.201732,1.423432,-1.321625,-1.276222,1.13272,0.232537,0.406902,0.28612,0.208721,0.12328,0.301933,0.743098,0.231182,1.137302,-0.782081,-2.297545,0.333519,1.093577,1.483317,-0.202208,-0.766882,-0.742744,0.586422,-1.082704,-1.341572,0.653689
5430,-1.119227,-3.747965,-1.185244,-1.152549,-1.153094,2.509921,0.615668,-2.745434,-1.486642,0.525182,-1.833664,-2.406059,-1.957674,-1.04261,1.799784,-1.92821,-2.429665,0.738831,-0.998628,-1.883944,-2.942876,0.707301,-1.475041,2.359065,-0.760832,0.420926,0.513692,1.441153
5431,3.041646,1.603174,-1.956309,-1.613019,-1.015665,3.689628,-0.844345,-0.610204,-1.051841,-2.033407,2.122251,-1.531057,-0.629447,0.144901,1.165404,-0.236394,-0.866964,-1.096125,2.081723,0.472096,-3.308187,-0.148007,-2.811139,0.19753,0.060717,-3.033014,-0.107872,1.258312
5432,0.868726,0.989949,1.918185,3.07043,-1.679114,-0.991312,2.419842,0.003248,1.584582,-1.495967,1.034497,0.48548,0.550141,2.272895,1.991557,1.341725,-1.869296,-3.042611,0.244136,0.597701,1.280437,-0.88332,-2.268232,-1.803859,1.255665,-4.094507,-1.855013,1.453843
5433,2.170892,1.906809,0.444111,0.048655,-1.382899,-0.056536,1.276254,0.571861,0.933049,-0.72123,0.237235,0.11058,0.176817,0.294883,1.370389,0.777546,-0.494333,-1.773234,0.226433,0.047261,0.156996,-0.524527,-1.922951,-0.707061,0.034194,-2.160745,-2.077158,0.699798
5434,1.716009,-1.857268,-0.159595,0.251755,-1.121134,-0.055185,-0.038855,-0.327787,0.057497,0.668342,-1.314363,-1.986463,-1.746655,-1.2545,2.054683,0.766174,-1.213996,-0.99667,-1.010824,-0.314862,-0.515216,-0.555005,-1.52564,-0.885407,-0.82929,-0.047437,-2.059168,0.633713
5435,3.410103,3.302001,-1.619036,-4.548669,2.133205,0.189661,-5.101317,2.482503,1.61223,-0.022964,1.030393,0.929966,-0.284155,-1.888712,-1.413873,2.243112,4.424097,1.604247,-0.749493,1.717628,-1.948111,-0.666762,1.197011,-0.435341,-1.796716,2.58341,1.458177,-1.113456
5436,0.219767,1.158248,0.771278,-4.103356,1.54841,1.723384,-0.989812,0.279709,0.071065,0.015807,0.604217,4.371756,0.897281,0.589911,1.080644,1.958566,2.021824,0.38622,-1.37593,1.055236,0.506469,-1.62401,-0.936545,-1.846952,-0.814364,-1.309098,1.662595,-0.209351
5437,-2.135001,-1.865089,0.0664,-1.434316,0.120881,0.515111,1.516793,-1.300903,-1.572168,0.302756,-1.362123,1.293345,0.186489,0.53792,0.268399,-0.800545,-0.667965,0.520472,-0.809053,-1.340125,-0.330021,0.609476,-0.522571,0.252266,0.073578,0.139929,1.98609,0.63924
5438,0.993354,-0.426846,-1.681922,-3.017921,0.476211,2.568955,-2.111949,-0.459326,-1.268351,0.540446,-0.760376,-1.039469,-0.841368,-1.407572,0.331987,0.416626,0.057919,0.96356,-0.194493,-0.587272,-2.408653,-0.59445,-1.40957,0.481595,-1.939238,0.156658,1.580908,0.046271
5439,-3.318952,-0.813422,1.585234,2.52132,-0.26522,-0.453707,4.306747,-0.30008,-0.651269,0.003569,0.654668,1.914172,1.993227,2.798561,0.313625,-0.973721,-1.382735,-0.4861,0.507738,-0.603932,1.569444,0.567782,0.48102,-0.73187,1.910842,-2.341495,0.475833,-0.122492
5440,0.854023,2.220975,0.490986,2.480992,0.322013,-1.336483,0.223828,2.444151,0.58336,-0.563132,1.730164,0.008138,1.682212,0.897206,-1.136321,0.894561,0.248159,-1.120257,1.290452,1.323806,1.71839,-0.086253,0.746001,-1.414936,1.401838,-0.94986,-1.926127,-0.533099
5441,0.668745,0.004411,1.537842,1.905817,0.578958,-1.573728,1.475577,0.36321,0.521336,0.927607,-0.558958,1.076571,0.364256,1.183181,0.716413,0.890548,0.038294,-1.113087,-0.174317,0.163589,1.692006,0.040956,-0.363615,-1.418194,0.886635,-1.441745,-0.995541,-0.004418
5442,-3.627004,-0.795876,0.854303,7.037296,-0.50886,-6.264276,1.93372,1.778482,1.769941,1.760822,-1.75322,-2.623917,1.053613,-0.196074,-3.527509,-1.394417,-0.808424,0.166126,0.27223,-0.734542,4.130068,2.458428,4.990378,1.367684,3.703359,4.555068,-2.618485,-1.801052
5443,-2.414213,0.089417,1.044708,1.624128,1.929448,-1.865691,0.180105,0.939803,-0.085268,0.499171,-1.123556,1.676626,1.064421,0.247295,-1.583573,-0.89899,0.988794,2.351561,-0.99627,0.248435,2.444595,0.967322,2.57544,0.105101,1.254609,3.267896,0.464696,-1.570076
5444,4.958072,4.621955,0.006489,0.045334,0.555422,-1.385248,-2.292375,2.859656,2.297955,-0.979084,1.05399,-0.1781,0.055785,-0.728045,0.496117,3.360693,1.538772,-2.041021,1.07168,2.393549,0.041039,-1.282545,-0.753035,-1.600368,-0.245073,-2.206689,-2.136323,0.857097
5445,1.017208,-0.962313,0.200107,-1.643533,-0.893684,-0.185684,-1.248628,-0.323417,0.391671,1.501355,-2.665275,-0.647423,-2.219317,-1.472739,1.031203,0.976093,0.67382,-0.42431,-1.837525,0.445424,-0.508569,-0.623415,-0.460229,-0.794831,-1.825665,1.891392,-1.3265,1.588687
5446,0.724278,-0.953125,2.692879,4.627135,-4.065561,-0.842673,4.508683,-1.026454,-0.434581,-0.836481,0.443415,-1.564701,-0.595177,1.19271,2.562665,0.645513,-4.168552,-4.749873,0.493605,-1.136722,1.57306,0.253995,-2.753446,-1.417934,2.822318,-5.493225,-3.396805,3.337312
5447,1.952855,2.418891,0.828864,1.114584,-1.350778,-0.685992,1.056267,0.702863,1.054182,-0.812454,1.449674,0.054389,0.8901,1.287916,0.221686,1.480061,-0.415425,-2.796428,1.115536,0.825816,0.438927,-0.77436,-1.723619,-1.42596,0.759956,-3.796817,-1.663938,0.334621
5448,1.743497,0.534889,0.47462,-0.739036,-0.926535,0.526313,-0.010891,-0.513638,-0.439819,-0.902355,-0.014395,0.039956,-0.873786,0.812782,1.39881,1.14322,-0.138207,-1.535189,0.251669,0.442955,-0.511269,-0.642823,-0.481738,-1.457178,-0.690081,-2.225949,-0.980429,1.291524
5449,-1.724858,3.321986,-1.10321,-1.216651,4.279991,-1.125462,-2.157847,2.011972,0.825831,-0.214123,1.469727,2.659243,2.989797,-0.816037,-4.327308,0.318252,4.927681,3.838342,0.280608,1.300145,1.758961,0.717931,3.794601,1.018748,-0.744282,4.14303,3.476838,-4.100569
5450,2.203088,-3.006298,0.380962,-2.450568,-2.714702,3.584269,0.549008,-2.600954,-1.489736,-0.055971,-0.940274,-0.737094,-2.305943,-0.460375,4.497079,0.57849,-2.832953,-1.874203,-0.682658,-0.975315,-3.526334,-1.231798,-3.64247,-0.475672,-1.795704,-3.870685,-0.371794,2.629915
5451,2.106443,-0.738499,1.175166,-3.082557,0.303535,0.612059,-1.106837,0.163401,0.880479,0.896403,-1.356138,2.340157,-1.166604,0.606076,2.637648,2.806471,1.634233,-0.260758,-1.380659,0.335456,0.127585,-2.664189,-1.036354,-2.921171,-1.767669,-0.988644,0.287822,0.576665
5452,1.288759,-2.712924,-0.661934,-2.648906,-1.746702,2.928286,0.228678,-2.611899,-1.189022,-0.237655,-0.016113,-0.63073,-1.756686,-0.115784,2.431662,-0.636359,-2.044716,-0.489175,-0.280657,-1.069085,-3.227644,-0.211103,-2.797635,-0.11433,-1.233944,-2.088689,-0.036063,2.471469
5453,1.051464,-4.787094,-0.116144,-1.662481,-3.294727,2.854011,0.157162,-3.290982,-1.566447,1.043568,-2.539397,-3.136016,-3.650156,-1.564522,3.248665,-1.419668,-3.193933,-1.916635,-0.551643,-1.752185,-3.109874,0.307506,-2.892974,0.686902,-2.037048,-0.917838,-1.052147,2.535024
5454,0.23126,1.059532,-0.531835,0.917734,0.204495,-2.873797,-0.787052,1.772405,1.442821,0.228326,-0.543,-1.033802,-0.236342,-0.313039,-1.122161,0.76212,1.086059,-0.074909,0.002953,0.255014,1.298389,0.168538,1.953083,-0.251478,0.082754,2.06121,-1.842071,-0.601498
5455,2.110992,0.784411,0.764116,-0.434811,-1.118694,0.566333,0.398696,-0.114777,-0.801402,-0.465054,1.018229,-0.516873,-0.778517,1.057457,1.344358,1.634244,-1.027752,-1.916986,0.487833,0.823601,-0.359819,-0.294042,-1.961852,-0.947471,0.177779,-2.852077,-0.954423,1.495451
5456,-1.50754,-1.0686,0.095464,-0.278179,2.474406,-3.204519,-2.218175,1.305093,1.321898,1.854021,-2.40892,1.244873,0.728834,-2.262457,-1.981892,-0.390188,2.285637,2.363877,-1.963782,0.042323,1.284838,0.712226,4.075495,0.127394,-0.231339,6.072633,0.2771,-2.497772
5457,-1.242399,0.975656,-0.311144,2.10872,-0.645008,0.332442,2.55224,0.495546,-0.688245,-1.403844,1.726573,0.163974,1.224813,1.456964,-0.377006,-0.656984,-0.635633,-0.679713,0.501769,0.137514,0.195434,0.829508,0.114095,0.779416,1.676401,-2.96997,-0.285647,0.02187
5458,3.999724,-0.055308,-2.233556,-3.794894,-0.498879,2.440066,-3.577301,-0.662557,-0.031138,-0.399776,-0.207623,-3.753295,-2.573575,-3.166722,0.568188,0.341563,-0.034541,-0.993367,0.404264,-0.529629,-3.760515,-0.244529,-1.535155,0.629749,-2.361196,0.210873,-0.224576,0.88174
5459,2.672641,-0.236835,0.310629,-0.591401,-0.942755,0.337163,-1.36458,-0.219082,0.611096,-0.389672,-0.708947,-1.346823,-1.71537,-0.54092,1.785305,1.089717,-0.697643,-1.603887,-0.701901,0.799452,-1.817655,-0.997805,-1.526619,-0.723811,-0.946921,-0.889122,-0.825951,1.677255
5460,1.064198,1.042167,0.586795,1.072346,0.286528,-2.215602,0.627927,1.033263,1.270207,-0.226729,0.612627,1.005087,1.396267,0.330792,-0.042606,1.093372,0.529833,-0.519585,0.140426,0.450879,1.855587,-0.192478,0.206066,-1.675116,0.54436,-0.435951,-1.100336,-0.274308
5461,2.215409,4.253459,0.213547,0.257308,1.853473,-0.794393,-0.359434,2.769604,1.658112,-1.444085,3.27954,1.543852,2.515784,1.440571,-1.570638,1.999252,1.76381,-0.531375,1.166067,1.549867,1.358801,-0.582247,0.199125,-1.052712,0.880985,-1.620295,-0.384854,-0.343188
5462,-2.946778,0.73577,0.924598,3.856462,0.144909,-2.566938,1.46507,1.180134,0.726392,0.158873,0.095916,0.145209,0.994105,-0.021407,-1.738265,-1.490972,-0.245299,-0.029836,-0.50557,-0.540774,2.77101,1.063148,2.045775,0.98104,1.690138,1.516596,-1.041851,-0.627621
5463,0.990959,-3.285847,-2.486168,-2.153806,-0.57818,1.282935,-2.558088,-1.971536,-1.511849,1.255829,-1.582271,-4.28231,-2.601588,-2.657856,0.81809,-1.506693,-1.009027,0.885246,-0.293001,-0.852379,-3.67983,1.048171,-1.160833,2.372512,-1.505038,2.630375,-0.394555,-0.179622
5464,2.667659,0.450161,1.515215,-1.511864,-0.900106,-0.812905,-0.855342,0.490353,0.695084,0.073164,-0.616652,1.221453,-1.850071,0.578108,1.850914,2.407638,0.155001,-1.122982,-1.049615,0.44701,0.433821,-1.475222,-1.182401,-2.01809,-1.330212,-1.321315,-1.827596,1.16952
5465,-0.502432,2.284789,2.64736,1.545445,0.547873,-1.182042,2.356348,2.166409,1.390919,-0.926274,1.03088,4.722675,2.03756,3.999766,0.510105,1.695213,0.836937,-0.951684,-0.815054,2.133069,3.627623,-1.68579,0.422884,-3.027121,1.249779,-3.900541,0.502019,-0.430556
5466,-2.161381,-1.317461,0.190119,2.915785,-1.006443,-0.756032,1.72589,0.218266,-0.484729,-0.142195,-0.249475,-1.735145,0.220718,-0.529781,-1.298125,-1.921841,-1.454858,-0.04981,0.899026,-0.165264,0.965625,1.463843,0.493202,1.206396,1.485882,0.872406,-1.382627,0.215254
5467,-2.292802,-1.978442,-1.050881,1.39306,-1.413782,2.247182,3.191283,-1.474887,-2.282873,-0.249842,0.617506,-2.215861,0.735741,0.901672,-0.754528,-2.119756,-2.89127,0.069581,0.766279,-1.645154,-1.201348,1.135251,-1.188894,2.216114,0.702094,-1.525855,-0.111682,1.329795
5468,1.438519,3.660597,-0.053468,-0.108951,2.135396,-2.142659,-1.696218,2.223511,2.735219,-1.207678,0.100404,2.186112,1.705997,0.125793,-2.092883,1.457489,3.49042,1.258376,-0.268673,0.413301,1.417507,-0.771287,2.440848,-1.164211,0.74705,2.029778,0.647996,-1.653724
5469,0.17221,0.919665,0.787432,3.487033,0.185334,-2.771931,-0.072177,2.294405,2.220546,0.279082,-0.603664,-2.038825,0.120113,-0.072537,-1.369551,0.468214,1.044159,-0.963491,0.390385,0.581258,2.184315,0.516014,1.198545,-0.475217,0.515435,2.052429,-1.700933,-0.864524
5470,-2.667724,1.629476,1.376874,2.829865,0.941022,-0.768711,3.116023,0.443188,-0.708255,-0.582489,1.763563,2.604168,2.1943,2.686983,-0.23515,0.264156,0.276626,-0.222016,0.823226,0.168574,3.042335,-0.06025,0.179024,-0.183612,1.850873,-2.215951,1.193156,-0.578579
5471,1.951196,0.946968,2.525162,-1.659298,1.316139,-2.174669,-2.631879,1.692198,2.400339,0.923408,-2.011081,3.737698,0.564113,0.622101,0.681398,2.671365,2.491792,0.446122,-1.753045,2.245038,2.400277,-2.903247,1.485653,-2.99249,-1.556813,1.680216,-0.439769,-1.157143
5472,-1.579321,-0.286261,0.439093,0.749277,0.757925,0.274969,0.214055,-0.41041,-0.822995,-0.039177,0.594985,1.804733,0.262828,0.461001,-0.850969,-0.214618,0.263908,1.040948,-0.655038,1.075875,1.027142,-0.474454,0.6395,0.264542,0.143688,0.111005,0.768511,-0.730752
5473,1.89509,-3.252498,-0.877649,-1.879625,-0.754917,0.524295,-2.508456,-1.349195,-1.102863,1.961536,-2.394605,-3.032943,-2.928627,-3.392471,1.516007,-0.562229,-1.245088,0.826359,-1.425715,-0.914326,-2.786449,-0.708672,-0.028349,0.726135,-2.807343,2.550142,-0.213034,0.723643
5474,3.466101,-0.918474,1.210277,-1.68903,-0.786732,-1.017012,-2.321207,0.893236,1.448598,1.213229,-2.543485,-0.686452,-2.712162,-0.084623,2.196242,1.901396,0.571168,-1.512683,-1.703781,0.254777,0.394194,-1.908892,-1.48761,-1.706445,-1.464434,0.62354,-1.84426,1.096268
5475,3.4511,3.993627,1.50397,0.46312,0.452079,-2.261408,-1.322337,1.643673,2.424784,0.122422,0.351346,1.985112,0.400927,0.294775,0.535185,3.172051,1.143558,-1.973382,-0.181653,2.161802,2.640246,-1.674657,-0.161278,-3.28346,-0.067024,-2.231586,-1.557979,0.123283
5476,-0.858767,-0.962354,0.043826,-0.724249,0.678587,0.146053,-1.522031,-0.062973,-0.297544,0.268521,-1.273131,-0.732079,-0.362746,-1.128389,-0.638639,-0.152561,0.843189,0.785801,-0.177143,-0.485803,-0.310229,0.314198,0.315403,0.513008,-0.691995,1.345608,0.840992,-1.035318
5477,-1.715297,-0.571078,0.177996,1.825548,-0.419272,-1.175714,0.867315,0.337129,-0.020162,0.290128,-0.283255,-0.482425,-0.091745,0.2083,-0.582163,-0.7816,-0.523197,-0.222963,0.014601,-0.204053,1.107691,0.800625,0.901334,0.740145,0.751836,1.069771,-0.804548,0.503502
5478,2.697294,3.23242,-2.012831,-1.904094,0.969207,1.239633,-2.486807,1.236349,0.413459,-1.733282,2.363957,-0.842131,0.316932,-0.556517,-1.00771,1.175631,1.708731,0.268774,1.528711,1.249508,-1.739928,-0.05385,-0.109209,-0.221724,-0.410044,-0.334907,-0.123602,-0.469766
5479,-0.914713,-3.942965,-0.827026,-0.482653,-0.789917,-0.25364,-0.794757,-1.041077,0.169071,1.452525,-3.071602,-3.48712,-1.537363,-3.353225,0.60495,-1.948648,-1.149968,0.508088,-0.608942,-1.58644,-1.400545,1.11179,1.013458,1.199114,-1.463848,3.683376,-1.305836,1.274769
5480,0.973797,-3.078127,-1.012767,-3.050142,-1.708987,2.948267,-0.577137,-1.498571,-1.372894,0.157266,-1.224395,-1.863076,-2.487772,-1.250955,2.634964,-0.108293,-1.662942,-0.587099,-1.283189,-0.967783,-3.311216,0.030307,-2.801957,0.255467,-2.105042,-0.804146,0.310223,1.809368
5481,-3.454951,2.564624,-0.420526,2.408815,3.173149,-3.811172,-0.618354,2.255859,1.387829,0.393447,0.754901,1.373936,3.418504,-0.548245,-5.418623,-1.349151,3.484257,3.033651,0.583373,0.759883,2.454626,1.535286,5.930285,1.437269,1.152855,5.864779,2.077979,-4.042729
5482,5.036828,2.313187,-0.190941,-1.252069,-2.721919,4.106429,0.913589,-0.355557,-0.536393,-2.859336,2.066539,-2.186014,-0.696789,0.550657,2.444703,1.754395,-1.907269,-3.790382,1.39821,0.708025,-3.247242,-0.849816,-5.176494,-0.642849,0.357613,-7.243603,-2.015709,2.843535
5483,2.535004,-0.66032,-0.494801,-3.443236,-0.211059,2.337965,-1.625416,-1.417927,0.001817,-0.039847,-0.668608,-0.953262,-2.137347,-1.984301,1.936772,0.657378,0.037304,-1.009715,-0.788107,-0.094206,-2.623621,-0.923647,-2.405237,-0.291375,-1.419117,-0.791126,-0.466287,1.10773
5484,1.421278,1.431291,-1.729107,-2.492509,0.612465,3.028776,-0.928297,-0.146865,-1.14004,-0.953327,2.359204,0.148368,0.425183,0.369386,-0.393969,-0.334613,1.939574,0.593188,0.225317,0.666344,-1.819362,-0.242527,-0.747219,-0.08497,-0.618636,-1.715374,0.944592,0.060662
5485,-0.963039,0.334392,1.212006,1.156155,-0.240613,0.711585,3.102612,-0.366564,-0.631094,-0.462269,0.638739,1.485245,0.817506,1.825996,1.784437,-0.30567,-0.841187,-0.836928,-0.034634,-0.163918,0.965861,-0.180208,-1.191735,-0.752561,1.035098,-2.54826,0.767826,0.776117
5486,1.929779,1.062493,-1.719093,-5.684527,0.63044,4.323977,-1.969595,-0.146605,-1.222039,-0.943064,1.521172,1.092584,0.563085,0.037616,0.191113,0.642757,2.326239,0.87404,0.242299,0.155863,-3.375559,-0.480838,-1.391633,0.177712,-1.815438,-0.56607,2.326592,0.55427
5487,3.687666,-0.358416,0.056638,-0.397957,-3.365161,3.353924,1.025924,-1.198343,-0.617051,-1.682655,0.989388,-1.919829,-1.900712,0.480644,3.82056,1.424965,-2.464185,-4.357527,0.534854,-0.358288,-2.782845,-1.051516,-5.265051,-0.943859,0.027416,-6.632846,-2.127129,3.058014
5488,-0.798257,0.987816,-0.80215,1.288825,1.841975,-2.402176,-1.623117,1.742458,1.037826,1.066458,-1.213854,-0.81901,0.88451,-0.686642,-3.612543,-0.971815,1.749359,0.845226,-0.108756,0.762806,0.870853,1.018522,3.058588,1.13682,0.417988,4.313974,0.119155,-1.754819
5489,-5.471656,1.9868,0.600158,4.576901,1.538486,-1.511413,4.769267,0.96675,-1.165867,-1.385253,1.855696,2.097164,3.755682,2.152959,-2.893582,-2.222311,-0.589099,1.030214,1.231487,-0.241629,3.550252,1.211993,2.770552,1.518154,3.679629,0.180644,1.480349,-1.643308
5490,2.352184,-1.903358,0.004769,0.391385,-2.901502,2.485368,1.432891,-1.320251,-1.499696,-0.38776,-0.10028,-3.632151,-1.868768,-0.568661,2.655353,-0.305566,-2.962398,-3.041277,0.006136,-0.878249,-2.921681,-0.661833,-3.983328,0.463543,-0.704494,-3.797463,-2.210516,2.108656
5491,3.554969,2.472759,-0.6526,-3.875985,1.643855,1.055548,-3.531102,0.901522,1.094787,-1.003779,0.762944,1.287369,-0.972651,-0.96804,-0.518683,2.512593,3.211384,1.247005,-0.081886,1.377989,-0.963256,-1.907186,-0.805762,-0.931313,-1.725183,0.133994,1.594966,-0.264842
5492,-4.260455,3.714795,1.181355,-0.524915,6.065895,-4.604987,-2.332228,4.052369,2.217242,0.281954,-0.538769,6.587682,4.304147,1.084437,-6.126856,0.362841,6.693484,5.758781,-1.141096,2.01461,5.221499,0.478707,7.053033,-1.038474,0.752877,7.806047,3.938215,-5.629345
5493,-3.729383,-4.787372,-0.109138,0.190834,-2.351419,3.347114,4.039328,-2.731016,-2.667981,0.708514,-1.570557,-0.882023,-0.687873,1.033621,2.134217,-2.886851,-3.526881,0.367082,-0.229751,-1.828998,-1.281376,1.539989,-2.523755,1.511412,1.220144,-1.458934,0.979289,1.845127
5494,-1.686687,2.158071,-0.569256,-0.320848,2.906178,-0.458302,-0.152861,1.35475,-0.280319,0.13287,0.883675,1.553502,2.018648,-0.064541,-3.409502,-0.972119,2.16583,2.711771,-0.248585,0.623786,1.228402,1.329729,2.700793,0.470595,-0.327559,2.86911,2.300278,-2.091894
5495,-0.549709,2.232434,-0.415556,-0.150027,-0.396854,2.63454,2.360557,-0.004279,-0.828873,-2.392862,3.113267,1.209809,1.390317,2.464,0.151847,-0.394621,-0.133336,-0.539259,1.256646,-0.170453,0.378092,-0.198649,-1.952365,-0.206369,1.583161,-5.451886,1.96358,1.216105
5496,-1.448165,1.946167,-0.032879,-1.029949,0.914326,0.755169,0.875955,0.417987,-0.53805,-0.682375,1.602096,2.362678,1.970057,1.275236,-0.449521,-0.134566,1.600577,1.472443,0.2611,0.121148,0.659673,0.335727,0.717408,-0.018527,0.080549,-0.631225,2.614904,-1.694478
5497,-0.995579,-1.075712,-1.414275,-3.366837,1.515967,1.615069,-2.446115,-1.163596,-0.259628,0.571148,-1.317644,0.714702,-0.791091,-1.896384,-0.684795,-0.742534,1.510604,2.775068,-0.343268,0.57644,-1.736257,0.121411,0.249595,0.858703,-1.533979,2.929977,2.372752,-0.663869
5498,-2.405854,-0.626413,3.029678,5.815166,-2.168493,-2.595462,4.993478,0.294339,-0.043477,-0.024132,-0.567233,1.010648,0.542902,2.634602,1.620658,0.023632,-3.47384,-2.621592,0.193047,-0.883134,2.980797,0.446461,-0.647893,-0.354007,2.958047,-2.189496,-1.7968,1.284399
5499,-0.745042,2.354494,0.297569,0.904475,0.259061,1.320367,3.202353,1.03673,-0.997784,-1.620554,2.764602,0.67801,2.314114,2.246452,-1.595918,-0.083536,-0.250105,-0.201628,1.776384,-0.020539,0.713533,-0.163057,-0.790727,0.722132,2.125882,-3.06549,0.836433,0.441064
5500,-5.834588,-2.405922,-0.532431,-0.104703,1.129716,2.26379,3.26627,-1.786995,-2.771868,-0.041925,0.400565,0.967786,1.891176,1.762111,-1.544431,-2.817624,-0.747521,2.838267,0.311435,-1.698387,-0.481017,2.322784,1.672298,2.336614,1.004728,0.934579,3.478375,-1.409672
5501,-3.366095,-1.940735,0.293685,5.858976,-0.823926,-1.764633,4.150545,-0.832756,-1.472989,0.300323,0.001453,-1.452621,0.978877,0.14386,-1.281837,-3.322191,-2.475954,-0.510876,1.101612,-1.444363,1.054498,3.039468,1.233628,1.68607,3.160189,0.538867,-0.021449,-0.438291
5502,1.399614,-2.052851,-1.417061,-1.4153,-0.879415,0.479229,-3.09571,-1.171249,0.476006,1.574162,-1.532132,-3.798278,-2.337317,-3.546462,0.245594,-0.801082,-0.223825,0.423379,-0.80275,-0.37886,-1.765604,-0.052605,-0.116834,0.873581,-2.332676,2.363048,-0.692907,0.80634
5503,-2.929379,-1.49648,-0.863957,0.554023,0.305168,-1.465183,0.513302,-0.056457,-0.174044,1.485369,-1.697411,-0.156461,0.034569,-0.635275,-1.19278,-1.672493,-0.015322,1.150399,-0.618711,-0.589062,0.441266,1.511115,1.936272,1.621952,0.049402,3.68301,0.682618,-1.717126
5504,-1.366946,0.131614,-0.357181,1.304416,-1.248138,-0.094923,1.073278,-0.760507,-0.664552,-0.203419,0.53686,-0.375924,0.897582,0.041076,-0.736893,-1.358968,0.123147,-0.077984,0.207429,-0.461026,0.079979,1.146852,0.403851,0.506229,0.29833,-1.031158,0.980628,0.257316
5505,-1.842842,1.84667,-0.999666,-0.891922,1.444709,1.341107,-0.641515,1.106385,-0.49353,-0.935884,2.55115,0.973686,2.100265,0.348787,-2.289664,-0.333287,1.877285,1.660559,0.349081,0.797034,-0.458314,0.890049,1.144216,1.494315,0.383347,0.582427,2.883654,-1.430056
5506,1.244657,-2.125998,0.901162,-0.526016,-1.94928,1.630787,1.690877,-1.622716,-1.182256,-1.036825,0.60177,0.929732,-1.445743,1.911168,3.466573,0.430623,-3.465947,-2.218429,-0.363665,-0.652896,-0.485194,-0.600228,-2.931087,-1.007252,-0.092185,-4.37822,-0.701227,2.618458
5507,-3.430419,-0.608186,-0.971664,-1.0127,2.204514,0.297547,-1.068096,0.065986,-1.463541,0.364333,-1.218069,1.406649,0.630234,-0.570487,-3.196493,-2.04851,1.780376,3.935776,-0.329624,-0.35185,0.320729,1.422015,3.068512,2.036401,-0.351358,4.742995,3.099477,-2.808171
5508,-1.160848,1.089851,0.377082,1.204371,-0.011107,0.813821,2.608427,0.592463,-0.891418,-1.042638,1.93721,1.571416,1.955597,2.017814,0.126063,-0.569067,-0.781566,0.046112,0.773654,-0.46285,0.088263,0.464191,-0.63995,-0.147983,0.920616,-2.279908,1.177017,0.2312
5509,3.892394,-0.715708,0.109714,-2.124843,-0.511316,-0.911236,-4.265161,0.291324,1.574749,1.54195,-2.105818,-1.661642,-2.682741,-2.619277,1.379679,2.068359,1.042011,-0.944949,-0.93411,0.265404,-1.365665,-0.840074,-0.363221,-0.73311,-2.769077,2.512174,-1.968099,1.240079
5510,-3.424987,-0.189352,0.120479,0.152959,1.181545,-0.357807,0.042334,-0.0749,-0.168306,0.106903,0.607449,1.793485,0.786943,0.362437,-1.099097,-1.378858,1.359537,2.1456,-0.780707,-0.402322,1.579433,0.630975,2.34304,0.764726,0.323736,2.892729,1.903759,-1.290778
